번호,센터명,위도,경도,은행,편의점,지하철 개수,지하철 점수,지하철등급,국도(km),고속도로(km),도로점수,도로등급
771,안경테표면처리센터,35.9030663382197,128.579487563803,B,E,2,9.0,D,0.38,4.43,0.7,A
772,경북대학교 캠퍼스 혁신파크 도시첨단산업단지 HUB동,35.8915837944428,128.610465321672,C,B,2,5.92,D,1.45,3.58,2.06,B
773,EYE VIL,35.9020563058703,128.576926227653,B,E,3,13.31,D,0.67,4.73,1.17,A
774,검단테크파트,35.9087093650744,128.618572332114,C,B,0,0.0,E,1.86,3.31,2.38,B
775,검단팩토리밸리,35.9097271644133,128.621392761347,C,C,0,0.0,E,1.78,3.22,2.29,B
776,대구광역시지식산업센터,35.9030663382197,128.579487563803,B,E,2,9.0,D,0.38,4.43,0.7,A
777,제2임대형 지식산업센터,35.8939181455564,128.562425779104,B,C,6,55.01,B,0.73,4.5,1.26,A
778,진성인더스트리타운,35.9151767804695,128.621158364943,E,D,0,0.0,E,2.67,4.12,3.24,C
779,디센터 1976,35.859834890211,128.536655702501,A,C,4,34.73,D,1.68,3.26,2.22,B
780,서대구산단 복합지식산업센터,35.8716443444267,128.54328687917,C,D,3,21.14,D,1.92,2.26,2.08,B
781,대구범물아파트형공장,35.8188913167459,128.647966733487,C,D,3,82.88,A,0.68,5.85,1.22,A
782,SW융합테크비즈센터,35.8352785866512,128.682375032787,E,C,3,41.77,C,2.54,1.6,1.96,B
783,태왕알파시티 수성 지식산업센터,35.8384401888195,128.682917679135,C,C,3,57.46,B,2.28,1.34,1.69,A
784,가온비즈타워,36.366625592077,127.407176756643,C,D,0,0.0,E,1.24,5.73,2.04,B
785,대전 플랫폼시티,36.3738831962575,127.418539577418,C,E,0,0.0,E,1.15,5.47,1.9,A
786,벤처타운 장영실관,36.4380878601003,127.413141805795,C,E,0,0.0,E,1.44,3.95,2.11,B
787,벤처타운다산관,36.4389603220734,127.410358183001,C,E,0,0.0,E,1.59,3.83,2.25,B
788,벤처타운장영실관,36.4380878601003,127.413141805795,C,E,0,0.0,E,1.44,3.95,2.11,B
789,펜타플랙스 대전,36.3696328768341,127.407630238729,C,D,0,0.0,E,1.13,5.83,1.89,A
790,대전지식산업센터,36.3279124259362,127.443531998837,B,B,5,69.53,A,5.17,3.63,4.27,D
791,판암아파트형공장,36.321922018951,127.462278038357,E,D,3,47.58,C,10.0,1.58,2.73,C
792,둔산테크노,36.3644031670308,127.373885656549,A,B,4,46.92,C,1.46,5.95,2.34,B
793,도안더리브시그니처,36.3379878246925,127.321910407564,E,D,0,0.0,E,5.92,4.78,5.29,E
794,남정건설(주),36.4323746189112,127.395000039028,B,C,0,0.0,E,1.37,3.66,1.99,B
795,미건테크노월드,36.4232713347568,127.407155410533,C,C,0,0.0,E,1.46,4.63,2.22,B
796,에코델타 첨단지식산업센터,35.1282907611186,128.918466772721,E,E,0,0.0,E,5.68,10.11,7.27,E
797,에코델타시티 반도 아이비플래닛,35.1181187564684,128.916528588989,E,E,0,0.0,E,4.18,8.52,5.61,E
798,부산청정도금센터,35.0859228003226,128.854245585755,B,E,0,0.0,E,2.14,10.0,3.53,C
799,(재)부산테크노파크 POST-BI 동,35.1446978154246,128.826100212648,C,E,0,0.0,E,4.23,7.38,5.38,E
800,BAICA아파트형공장,35.1460610318813,128.830658361212,C,D,0,0.0,E,4.31,10.0,6.02,E
801,부산시기계공업협동조,35.1033422163605,128.882535772781,C,D,0,0.0,E,4.12,10.0,5.84,E
802,금강통신(주),35.2307858702252,129.127452633061,E,D,3,18.41,D,0.9,5.49,1.55,A
803,대신자산신탁 주식회사,35.2156943975498,129.109625687972,C,B,4,68.94,A,1.18,4.94,1.9,A
804,보림팩토피아,35.2210404052705,129.116192277103,C,C,4,53.62,B,0.78,5.56,1.37,A
805,신한자산신탁 주식회사,35.2157475717333,129.110302378224,C,B,4,68.79,A,1.18,4.94,1.9,A
806,브이원타워,35.232959251551,129.125236797978,E,D,2,9.14,D,1.02,5.62,1.73,A
807,비젼테크,35.2315666554738,129.12597398222,E,D,3,12.64,D,0.88,5.48,1.52,A
808,BIFC II,35.1481165322676,129.064321479178,A,A,12,55.9,B,1.0,10.0,1.82,A
809,감만동 지식산업센터,35.1111591667152,129.078920266653,E,C,0,0.0,E,0.88,10.0,1.62,A
810,부산시범공단,35.1174362904518,129.116533503148,C,C,0,0.0,E,2.21,10.0,3.62,D
811,우암부두 지식산업센터,35.1211570635119,129.077700030758,E,D,2,18.76,D,10.0,10.0,10.0,E
812,부산광역시 동구 범일동 지식산업센터,35.1339435045246,129.060260125233,A,D,7,51.61,B,1.39,7.57,2.35,B
813,(주)휴맥,35.2364352598747,129.019104283216,B,C,3,56.7,B,0.88,3.16,1.38,A
814,대영인더스빌,35.2476473475981,129.014279463696,C,C,3,77.04,A,1.05,4.05,1.67,A
815,부산지식산업센터,35.2559361417261,129.012870255861,C,D,3,69.94,A,0.29,5.11,0.55,A
816,금곡센트럴파크 A-1,35.2551599603885,129.013223053796,C,C,3,64.91,A,0.29,5.11,0.55,A
817,금곡센트럴파크 A-2,35.2551599603885,129.013223053796,C,C,3,64.91,A,0.29,5.11,0.55,A
818,금곡센트럴파크 B-1,35.2551599603885,129.013223053796,C,C,3,64.91,A,0.29,5.11,0.55,A
819,금곡센트럴파크 B-2,35.2551599603885,129.013223053796,C,C,3,64.91,A,0.29,5.11,0.55,A
820,점프타워 4차,35.1516977113649,128.988327087187,A,B,5,50.07,B,1.13,1.56,1.31,A
821,첨단신발융합허브센터,35.1338448069538,128.967781072024,C,D,0,0.0,E,0.78,3.5,1.28,A
822,하이퍼인부산,35.1538474787051,128.984397648336,A,B,5,49.75,B,1.47,1.47,1.47,A
823,한일제조공동물류 지식산업센터,35.1567927653946,128.975706868124,A,C,5,43.36,C,0.95,0.95,0.95,A
824,부산벤처타워주식회사,35.190967661184,128.984738744272,C,B,5,53.66,B,1.65,1.65,1.65,A
825,금양수소기술퀀텀센터,35.145217641875,128.974044462721,C,C,1,2.72,D,0.54,1.99,0.85,A
826,점프 타워 3차,35.141277193453,128.97629620294,C,D,0,0.0,E,1.11,2.33,1.5,A
827,주식회사 뉴그린시티 ,35.1471297986726,128.97486614053,B,D,4,6.74,D,0.88,1.72,1.16,A
828,주식회사 사상테크노밸리,35.1389045825587,128.976079762016,C,D,0,0.0,E,1.24,2.45,1.65,A
829,리드원 부산 지식산업센터,35.0908101084778,128.962763938148,B,D,5,46.34,C,0.54,5.78,0.99,A
830,미정,35.0722299420037,128.975672722281,C,C,5,62.35,A,1.93,4.98,2.78,C
831,스카이더테라스 부산,35.0777266028324,128.975438023363,B,B,4,68.32,A,1.42,4.87,2.2,B
832,에이스밀,35.0810935274843,128.962493821857,C,C,4,27.82,D,0.6,5.45,1.08,A
833,삼한골든게이트,35.0915715456398,128.965871066274,B,E,6,45.03,C,0.77,5.58,1.35,A
834,서부산 스마트 T 타워,35.0859608405828,128.971524939765,B,D,6,50.95,B,0.47,4.45,0.85,A
835,서부산SKV1,35.0870405022376,128.96984300029,B,D,6,49.04,B,0.37,4.58,0.68,A
836,장림동 지식산업센터,35.08475212061,128.9733222403,B,D,5,57.52,B,0.51,4.43,0.91,A
837,점프신평주식회사,35.094900579696,128.958347454014,C,B,4,70.05,A,1.07,6.45,1.84,A
838,점프타워 사하,35.0890475840476,128.966582341428,B,E,7,38.22,C,0.53,5.35,0.96,A
839,주식회사 루트54,35.0949640320657,128.957482202738,C,C,4,62.53,A,1.24,6.62,2.09,B
840,펜타플렉스,35.089313216409,128.968572224964,B,D,7,44.95,C,1.08,5.27,1.79,A
841,펜타플렉스 메트로,35.089119308791,128.973812853891,B,C,6,82.31,A,0.89,4.87,1.5,A
842,수산가공선진화단지,35.0552287624759,129.012236554283,C,E,0,0.0,E,4.69,5.32,4.99,E
843,센텀 아트리온 지식산업센터,35.1842574776669,129.121668886595,C,B,8,45.53,C,0.74,10.0,1.38,A
844,아이티타워,35.2191941064063,129.120091618515,C,C,4,64.66,A,0.69,5.01,1.21,A
845,(주)웹스,35.1731683102336,129.130434842388,A,B,8,53.98,B,1.49,10.0,2.59,C
846,KNN타워,35.17170787626,129.128602579669,A,B,9,52.98,B,1.56,10.0,2.7,C
847,벽산e-센텀클래스원,35.1762014510736,129.125442413453,A,B,9,49.14,B,0.8,10.0,1.48,A
848,벽산e-센텀클래스원2차,35.1746548020335,129.128003027583,A,A,9,46.77,C,1.16,10.0,2.08,B
849,센텀SH밸리,35.1724793511277,129.130989748226,A,B,9,54.25,B,1.46,10.0,2.55,B
850,센텀T타워,35.1740102936273,129.128403386955,A,A,9,47.68,C,1.38,10.0,2.43,B
851,센텀그린타워,35.1746177489057,129.126967985031,A,A,9,47.02,C,1.05,10.0,1.9,A
852,센텀사이언스파크,35.1740957039848,129.126137398654,A,B,9,47.42,C,1.05,10.0,1.9,A
853,센텀스카이비즈,35.1750963107787,129.124871022459,A,B,9,47.53,C,1.04,10.0,1.88,A
854,센텀아이에스타워,35.176551266669,129.125170881951,A,B,9,50.46,B,0.8,10.0,1.48,A
855,에이스하이테크21,35.1730499085131,129.129865776159,A,B,9,50.81,B,1.38,10.0,2.43,B
856,엔에스엔,35.1722285157527,129.130536635772,A,B,8,57.42,B,1.58,10.0,2.73,C
857,인텔리움센텀,35.1736165133868,129.12920175679,A,B,9,48.79,B,1.38,10.0,2.43,B
858,체크독미디어(주),35.1735242468081,129.130107968381,A,B,9,49.63,B,1.49,10.0,2.59,C
859,큐비e센텀,35.1754933383923,129.126001382362,A,B,9,47.54,C,1.04,10.0,1.88,A
860,퍼스트인센텀,35.1738191165564,129.128841573394,A,B,9,48.17,B,1.38,10.0,2.43,B
861,강남 에이스타워,37.4726105008346,127.102963285029,C,B,3,18.2,D,2.22,3.14,2.6,C
862,케이투코리아 주식회사,37.4721499238533,127.103250924627,C,B,3,15.57,D,2.32,3.24,2.7,C
863,풍림 엑슬루프라임,37.4730637068202,127.10244727289,C,C,3,20.81,D,2.22,3.14,2.6,C
864,강동U1센터,37.5655485350633,127.160101200692,C,C,3,34.53,D,0.69,1.8,1.0,A
865,강북유니온빌딩,37.6287622126453,127.043351119892,C,B,6,15.65,D,2.59,10.0,4.11,D
866,강북전자공단,37.6339861863878,127.033491714874,A,C,8,30.77,D,2.87,10.0,4.46,D
867,NH서울축산농협 NH서울타워,37.5574006212705,126.861386440323,B,A,4,84.14,A,1.61,3.94,2.29,B
868,가양동 63-1 일원 지식산업센터,37.5669824811323,126.843401132997,B,A,7,65.11,A,1.11,4.43,1.78,A
869,가양동 92-1 일원 지식산업센터,37.5683294916352,126.844851707757,B,B,7,55.88,B,0.89,4.89,1.51,A
870,가양역 더리브 아너비즈타워,37.5588248275904,126.858275697412,B,A,6,67.57,A,1.26,3.59,1.87,A
871,가양역 더스카이밸리 5차,37.5600443528765,126.855473422039,C,B,5,73.86,A,1.01,3.35,1.55,A
872,가양역데시앙플렉스,37.5641927031537,126.847999853888,B,A,7,44.32,C,1.66,4.02,2.35,B
873,가양테크노타운,37.5611445994956,126.86306614096,B,B,4,61.56,A,1.28,4.17,1.96,B
874,강서 한화비즈메트로 이차,37.5589245118244,126.86195471627,B,A,4,79.64,A,1.69,4.03,2.38,B
875,강서 한화비즈메트로 일차,37.5593264541763,126.860963204533,B,A,5,77.21,A,1.69,4.03,2.38,B
876,강서IT밸리,37.5575385751701,126.858359281057,B,A,6,67.18,A,1.56,3.9,2.23,B
877,강서한강자이타워,37.5655501409932,126.847998454054,B,A,6,47.37,C,1.35,4.19,2.04,B
878,놀라움마곡 지식산업센터,37.5722220768703,126.837760795132,C,C,7,39.09,C,0.94,5.33,1.6,A
879,더 리브 골드타워,37.5652469461946,126.845836725072,B,B,7,47.61,C,1.46,4.28,2.18,B
880,등촌동629-7외 2필지 지식산업센터,37.5584350286963,126.857952634052,B,A,6,66.33,A,1.4,3.74,2.04,B
881,등촌역 AK밸리,37.551629076941,126.868612689898,C,A,5,64.57,A,1.89,4.2,2.61,C
882,마스터밸류에이스 지식산업센터,37.558748792528,126.860248538558,B,A,6,82.55,A,1.43,3.77,2.07,B
883,비젼타워,37.5629443218416,126.854611804942,C,A,5,73.05,A,0.86,3.82,1.4,A
884,아벨테크노,37.5594697173606,126.855268998281,C,A,10,70.23,A,1.14,3.47,1.72,A
885,아벨테크노,37.5594697173606,126.855268998281,C,A,10,70.23,A,1.14,3.47,1.72,A
886,에이스테크노타워,37.5671739631449,126.841525949814,A,B,18,65.78,A,0.98,4.6,1.62,A
887,우리벤처타운,37.5668900151524,126.841492820578,A,B,7,70.06,A,1.07,4.7,1.74,A
888,우림블루나인비즈니스센터,37.5572521695118,126.864440882966,B,A,4,66.13,A,1.91,4.25,2.64,C
889,한강G트리타워,37.5486747547768,126.877718108362,C,B,5,62.46,A,0.95,3.42,1.49,A
890,산타플러스,37.4608148852383,126.919383431016,E,C,1,10.49,D,3.77,5.21,4.37,D
891,STX W-타워,37.5038368476404,126.875120754395,B,B,7,41.59,C,3.82,4.02,3.92,D
892,개봉디스페이스,37.4969817426337,126.854505129387,A,B,6,46.62,C,4.41,4.41,4.41,D
893,고려중앙학원,37.4800987134992,126.891122357313,A,A,7,48.88,B,2.67,8.04,4.01,D
894,구로대명밸리온 지식산업센터,37.5031347143644,126.874459530658,B,B,7,40.48,C,3.82,4.02,3.92,D
895,그린빌딩지식산업센터,37.5036989193938,126.874370711037,B,B,7,40.26,C,3.82,4.02,3.92,D
896,대륭포스트타워9차,37.5003858077617,126.881406623417,B,B,9,47.07,C,4.62,5.1,4.85,E
897,미래에코타워 지식산업센터,37.502864284693,126.876216444374,B,B,8,40.7,C,3.93,4.13,4.03,D
898,미정(고척동 77외),37.5002534133833,126.864530987884,B,A,5,46.89,C,4.25,4.72,4.47,D
899,미정(고척동76-23외 11필지),37.4998242131794,126.863546981883,A,B,5,47.33,C,4.24,4.71,4.46,D
900,미정(하이엔드타워구차),37.5055911638627,126.875177321818,B,B,7,41.25,C,3.78,3.98,3.88,D
901,생각공장,37.4982348285776,126.872656308156,B,B,5,56.87,B,4.7,4.98,4.84,E
902,오브코스 구로,37.4971670897167,126.873031302675,B,B,7,50.34,B,4.46,5.1,4.76,E
903,천강,37.5056738711935,126.877583346421,C,B,6,50.9,B,3.61,3.81,3.71,D
904,파트너스타워2차,37.482893591611,126.898661917508,A,A,7,53.52,B,3.65,10.0,5.35,E
905,하이큐브 구로,37.4972535503428,126.86168450648,B,C,5,56.15,B,4.53,4.79,4.66,E
906,한영IT,37.5033499924926,126.875593169791,B,B,7,42.57,C,3.93,4.13,4.03,D
907,해든산업개발,37.5031347143644,126.874459530658,B,B,7,40.48,C,3.82,4.02,3.92,D
908,HR2071,37.4855153940261,126.891709120251,A,A,7,58.96,A,3.44,10.0,5.12,E
909,JNK디지털타워,37.4824228452104,126.897029809391,A,A,8,46.14,C,3.34,8.71,4.83,E
910,NHN KCP,37.4807029582644,126.896158438099,A,A,8,40.66,C,3.32,8.7,4.81,E
911,TP타워,37.485137646682,126.895054192189,A,A,7,54.84,B,3.26,10.0,4.92,E
912,대륭포스트타워1차,37.4836784271634,126.895419058727,A,A,7,52.09,B,3.22,10.0,4.87,E
913,대륭포스트타워2차,37.4859034756692,126.897278079351,A,A,8,55.03,B,3.42,10.0,5.1,E
914,대륭포스트타워3차,37.4854128836435,126.898118390922,A,A,8,57.04,B,3.95,10.0,5.66,E
915,대륭포스트타워7차,37.4871860529373,126.894609900497,A,A,8,54.49,B,3.79,10.0,5.5,E
916,대륭포스트타워8차,37.4812154006832,126.894372604791,A,A,8,43.23,C,3.01,8.38,4.43,D
917,동일테크노타운 1차,37.4819878607669,126.897677914807,A,A,8,45.02,C,3.59,8.59,5.06,E
918,동일테크노타운 6차,37.4825801101279,126.898009626376,A,A,8,47.67,C,3.59,8.59,5.06,E
919,드림마크원데이터센타,37.4858896979309,126.891638364568,A,A,7,59.56,A,3.44,10.0,5.12,E
920,마리오디지털타워,37.4821006181332,126.895358847319,A,A,8,44.91,C,3.19,8.57,4.65,E
921,벽산디지털밸리1차,37.4834549247062,126.8929460815,A,A,8,49.75,B,3.19,10.0,4.84,E
922,벽산디지털밸리3차,37.4833175709136,126.893699964905,A,A,8,48.62,B,3.1,10.0,4.73,E
923,벽산디지털밸리7차,37.4875014672688,126.893973886838,A,A,8,54.99,B,4.18,10.0,5.9,E
924,삼성IT밸리,37.486108392879,126.894649518493,A,A,7,56.26,B,3.56,10.0,5.25,E
925,아남빌딩,37.484689508366,126.892474528689,A,A,7,56.13,B,3.25,10.0,4.91,E
926,아티스포럼,37.4863675921593,126.892426782975,A,A,7,58.33,B,3.44,10.0,5.12,E
927,에이스테크노타워 1차,37.4859532306588,126.893334411754,A,A,7,56.75,B,3.4,10.0,5.07,E
928,에이스테크노타워 2차,37.484935321959,126.893689871264,A,A,7,54.99,B,3.4,10.0,5.07,E
929,에이스테크노타워 3차,37.4844394920251,126.893284327287,A,A,7,54.55,B,3.25,10.0,4.91,E
930,에이스테크노타워 5차,37.48552881298,126.894188450568,A,A,7,55.57,B,3.4,10.0,5.07,E
931,에이스테크노타워 8차,37.4857160464389,126.89550904731,A,A,7,55.87,B,3.42,10.0,5.1,E
932,에이스트윈타워1차,37.4844875419183,126.894517471819,A,A,7,53.76,B,3.26,10.0,4.92,E
933,에이스트윈타워2차,37.4839542345115,126.89411378672,A,A,7,52.92,B,3.1,10.0,4.73,E
934,에이스하이앤드타워2차,37.4812214240011,126.895370135843,A,A,8,42.54,C,3.32,8.7,4.81,E
935,에이스하이엔드타워,37.481535407894,126.893434985592,A,A,8,44.98,C,2.96,8.33,4.37,D
936,오닉스 지식산업센터,37.4843194902537,126.892305120881,A,A,7,55.75,B,3.25,10.0,4.91,E
937,우림이비즈센터,37.4868982183899,126.895259890956,A,A,8,54.16,B,3.79,10.0,5.5,E
938,우림이비즈센터2차,37.4864780998608,126.896100468475,A,A,8,54.01,B,3.42,10.0,5.1,E
939,이-스페이스,37.4837742060679,126.892509533823,A,A,8,51.01,B,3.19,10.0,4.84,E
940,이앤씨드림타워2차,37.4869089395023,126.893145922369,A,A,7,57.94,B,3.7,10.0,5.4,E
941,이앤씨드림타워3차,37.4865196117245,126.893842983447,A,A,7,57.05,B,3.56,10.0,5.25,E
942,이앤씨드림타워5차,37.4855097344305,126.89241783691,A,A,7,57.46,B,3.44,10.0,5.12,E
943,이앤씨벤처드림타워6차,37.4851686710427,126.892779236505,A,A,7,56.4,B,3.4,10.0,5.07,E
944,지-하이시티,37.4819554025522,126.892280813777,A,A,8,47.55,C,2.82,8.2,4.2,D
945,지플러스코오롱디지털타워,37.483068687607,126.897755585724,A,A,7,52.62,B,3.59,10.0,5.28,E
946,코오롱디지털타워빌란트,37.4834766556345,126.896503969279,A,A,7,52.25,B,3.38,10.0,5.05,E
947,코오롱디지털타워빌란트2차,37.4828913983123,126.896033752845,A,A,8,47.0,C,3.22,10.0,4.87,E
948,코오롱싸이언스밸리1차,37.4850783934367,126.898810363398,A,A,8,59.86,A,4.09,10.0,5.81,E
949,코오롱싸이언스밸리2차,37.4842969723245,126.899259271333,A,A,8,59.79,A,3.57,10.0,5.26,E
950,한신IT타워,37.4824308694293,126.89438186088,A,A,8,46.18,C,2.96,8.33,4.37,D
951,한화비즈메트로 1차,37.4807820294931,126.892787539903,A,A,8,44.05,C,2.82,8.2,4.2,D
952,구충서,37.4678720620793,126.889237044115,A,A,4,70.28,A,2.51,3.9,3.05,C
953,금천디지털타워,37.4600899899872,126.891526857894,B,D,2,72.25,A,1.93,3.23,2.42,B
954,김병수,37.4650453034683,126.890669661662,B,A,4,77.25,A,2.42,3.72,2.93,C
955,김성수,37.4700670330892,126.890904489518,A,A,6,42.8,C,2.59,3.62,3.02,C
956,대동,37.4690409908975,126.889866664092,A,A,5,54.42,B,2.69,3.72,3.12,C
957,대륭테크노타운 5차,37.4804427902954,126.876188769724,A,A,7,50.44,B,3.14,8.3,4.56,E
958,대륭테크노타운 6차,37.4812009468796,126.876062699196,A,A,6,53.88,B,2.59,7.39,3.84,D
959,대륭테크노타운 7차,37.4808942555854,126.876763277924,A,A,6,56.33,B,3.14,8.3,4.56,E
960,대성 디큐브폴리스,37.4797433338156,126.877048267842,A,A,7,52.88,B,3.14,8.3,4.56,E
961,독산동 지식산업센터,37.4723129617926,126.89700739153,A,A,6,26.41,D,2.84,3.75,3.23,C
962,동일테크노타운,37.4692140180404,126.893340566117,B,A,6,39.74,C,2.46,3.76,2.97,C
963,새한벤처월드,37.458521647409,126.898163699848,B,B,2,66.38,A,1.19,2.49,1.61,A
964,시흥동 지식산업센터,37.4511057536932,126.901327915648,B,B,3,31.87,D,0.96,2.26,1.35,A
965,인피니움타워,37.4507103344228,126.90169483075,B,A,2,39.07,C,1.04,2.34,1.44,A
966,정풍전산폼(주),37.471161212136,126.88829243866,A,A,7,37.57,C,2.86,3.55,3.17,C
967,지산 IT 벤쳐센터,37.4650525936956,126.891149040572,B,A,4,73.62,A,2.27,3.57,2.78,C
968,풍림,37.4662045760428,126.890899137545,B,A,4,79.49,A,2.49,3.98,3.06,C
969,현대지식산업센터,37.4690082645564,126.895601941877,B,A,5,36.52,C,2.51,3.81,3.03,C
970,(주)천재교육,37.4762642091136,126.888906639485,A,A,8,39.71,C,2.54,2.86,2.69,C
971,A1타워,37.4828174688944,126.878777061705,A,A,7,59.6,A,2.44,7.38,3.67,D
972,BYC HIGHCITY,37.4770116317539,126.882334781589,A,A,6,60.41,A,1.83,2.16,1.98,B
973,IT미래타워,37.4789688852752,126.886189586089,A,A,8,57.91,B,2.23,7.7,3.46,C
974,IT캐슬2차,37.4776804348711,126.882047701516,A,A,6,64.88,A,1.83,2.16,1.98,B
975,IT프리미어타워,37.4738431148508,126.885238580608,A,A,6,44.34,C,2.79,3.12,2.95,C
976,JEI PLATZ,37.4819822392891,126.881535776774,A,A,9,76.38,A,2.35,7.64,3.59,D
977,JS더스카이타워3차,37.4661385275125,126.88905568795,B,A,4,92.2,A,2.37,3.86,2.94,C
978,KCC웰츠밸리,37.4838912436788,126.879612575198,A,A,8,56.38,B,2.65,7.36,3.9,D
979,KM타워,37.4764563374091,126.879825738767,A,A,5,58.73,A,1.57,1.9,1.72,A
980,KS타워,37.4807071377614,126.885099760167,A,A,8,70.1,A,2.71,8.08,4.06,D
981,LG가산디지털센터,37.4821440753233,126.879855184316,A,A,9,61.88,A,2.65,7.36,3.9,D
982,SH드림타워,37.4829964710187,126.87936572248,A,A,8,58.77,A,2.65,7.36,3.9,D
983,SJ테크노빌,37.4794183788465,126.884590143595,A,A,8,68.33,A,2.9,8.09,4.27,D
984,SK V1센터,37.480730168441,126.880700540391,A,A,9,70.88,A,2.35,7.64,3.59,D
985,SKV1 AP타워,37.4676035637511,126.887997383269,A,A,5,64.23,A,2.51,3.9,3.05,C
986,SK트윈테크타워,37.4756524310186,126.882941293148,A,A,6,52.61,B,1.85,2.18,2.0,B
987,YS타워,37.4719227114064,126.882225755381,A,A,5,43.73,C,2.02,2.35,2.17,B
988,ZANCA DREAM TOWER,37.4714438886231,126.882380476019,A,A,6,38.47,C,2.23,2.56,2.38,B
989,가산W센터,37.4814165088276,126.880385816475,A,A,9,67.95,A,2.35,7.64,3.59,D
990,가산YPP아르센타워,37.4708748694891,126.883805969109,A,A,6,39.01,C,2.23,2.56,2.38,B
991,가산동 219-24,37.4752380625322,126.889304519566,A,A,6,43.13,C,2.99,3.32,3.15,C
992,가산동 345-15 지식산업센터,37.4730261088471,126.883793821195,A,A,5,46.92,C,2.25,2.58,2.4,B
993,가산동 371-36,37.4778951842942,126.883448922201,A,A,7,62.88,A,1.83,2.16,1.98,B
994,가산동 459-3 지식산업센터,37.4835731148845,126.878485151282,A,A,7,56.14,B,2.44,7.38,3.67,D
995,가산동 60-23(가칭),37.4780335852157,126.886415647703,A,A,8,52.72,B,2.23,2.55,2.38,B
996,가산동 60-39,37.476706521008,126.888149424329,A,A,8,42.75,C,2.23,2.55,2.38,B
997,가산동 60-9,37.476704282032,126.889793917736,A,A,8,39.29,C,2.65,2.98,2.81,C
998,가산드림타워,37.4699014792223,126.883137010635,A,A,6,37.63,C,2.43,2.76,2.58,B
999,가산모비우스타워,37.4822851584928,126.876778857459,A,A,6,55.54,B,2.44,7.38,3.67,D
1000,가산반도아이비밸리,37.4834572660377,126.880894632837,A,A,8,63.72,A,2.65,7.36,3.9,D
1001,가산비즈니스센터,37.480175157719,126.88106852752,A,A,8,74.93,A,2.24,7.52,3.45,C
1002,가산어반워크1차,37.4800231711237,126.878250987906,A,A,6,62.16,A,2.12,7.7,3.32,C
1003,가산어반워크2차,37.4807021261199,126.877945301426,A,A,6,61.38,A,2.15,7.74,3.37,C
1004,가산테라타워,37.4745399912582,126.889819592903,A,A,6,40.76,C,2.78,3.11,2.94,C
1005,갑을그레이트밸리,37.4794908631041,126.8875313659,A,A,8,54.41,B,2.64,8.01,3.97,D
1006,고려테크온,37.4657357033074,126.888404732554,B,A,4,83.44,A,1.86,3.39,2.4,B
1007,골드타워,37.4747141980622,126.884854908696,A,A,6,47.55,C,2.79,3.12,2.95,C
1008,남성프라자(에이스테크노9차),37.4754755669915,126.881768987485,A,A,5,56.06,B,1.66,1.99,1.81,A
1009,뉴티캐슬,37.4778475034685,126.880544470246,A,A,5,67.23,A,2.02,2.34,2.17,B
1010,대륭테크노타운12차,37.46994955967,126.884201247622,A,A,6,39.29,C,2.43,2.76,2.58,B
1011,대륭테크노타운13차,37.4683808995094,126.887653480455,A,A,6,52.21,B,2.71,3.69,3.12,C
1012,대륭테크노타운17차,37.4682793222242,126.886206132706,A,A,6,47.32,C,2.22,2.99,2.55,B
1013,대륭테크노타운18차,37.4676025001256,126.886504907925,A,A,5,56.02,B,2.55,2.88,2.7,C
1014,대륭테크노타운19차,37.4746393446135,126.882134217013,A,A,5,52.48,B,1.66,1.99,1.81,A
1015,대륭테크노타운1차,37.4704126681546,126.884006548055,A,A,6,39.02,C,2.43,2.76,2.58,B
1016,대륭테크노타운20차,37.4668153497569,126.88685211198,A,A,5,61.51,A,2.8,3.12,2.95,C
1017,대륭테크노타운21차,37.4652670513297,126.887039035132,B,A,4,68.39,A,10.0,3.24,4.89,E
1018,대륭테크노타운22차,37.4786615096524,126.883101550284,A,A,8,67.35,A,2.24,5.86,3.24,C
1019,대륭테크노타운2차,37.4685228237935,126.88458394821,A,B,6,41.21,C,2.43,2.76,2.58,B
1020,대륭테크노타운3차,37.4780336208306,126.879008528288,A,A,5,63.66,A,2.18,2.51,2.33,B
1021,대륭테크노타운8차,37.4852525875044,126.877432374989,A,A,8,44.71,C,3.1,7.12,4.32,D
1022,대륭포스트타워5차,37.4809759369676,126.886340078726,A,A,8,63.05,A,2.71,8.08,4.06,D
1023,대륭포스트타워6차,37.4813867841469,126.883917452882,A,A,8,79.56,A,3.02,8.08,4.4,D
1024,더루벤스밸리,37.4662065882795,126.887094366933,A,A,4,70.07,A,1.84,3.37,2.38,B
1025,더리즌밸리,37.4761269529375,126.888394144659,A,A,8,40.24,C,2.54,2.86,2.69,C
1026,더스카이밸리,37.4783381913661,126.883247105936,A,A,7,66.92,A,1.83,2.16,1.98,B
1027,더스카이밸리 가산2차,37.4658650816711,126.888875570131,B,A,4,90.04,A,1.86,3.39,2.4,B
1028,디지털엠파이어,37.4653924653137,126.887504221482,B,A,7,71.39,A,10.0,3.24,4.89,E
1029,롯데IT캐슬,37.4767869893183,126.880607433862,A,A,5,61.57,A,1.6,1.93,1.75,A
1030,롯데센터,37.4836074424237,126.876658307043,A,A,7,49.1,B,2.44,7.38,3.67,D
1031,리더스타워,37.4803571157404,126.884197173231,A,A,8,76.44,A,2.9,8.09,4.27,D
